rank	total	cum	word
5931	11	91.81%	четверокурсник
5932	11	91.81%	волшебтный
5933	11	91.81%	сальто
5934	11	91.81%	водный
5935	11	91.81%	скомкать
5936	11	91.82%	добродушно
5937	11	91.82%	вступать
5938	11	91.82%	трелонь
5939	11	91.82%	конкурс
5940	11	91.82%	темоный
5941	11	91.82%	крэбб
5942	11	91.82%	что-что
5943	11	91.82%	подмигивать
5944	11	91.83%	ярко-
5945	11	91.83%	голоова
5946	11	91.83%	канделябр
5947	11	91.83%	каркар
5948	11	91.83%	ручищ
5949	11	91.83%	точь-в-точь
5950	11	91.83%	поди
5951	11	91.84%	бесцветный
5952	11	91.84%	храп
5953	11	91.84%	путать
5954	11	91.84%	волшебниток
5955	11	91.84%	демон
5956	11	91.84%	скосить
5957	11	91.84%	малиновый
5958	11	91.84%	фирма
5959	11	91.85%	лошадиный
5960	11	91.85%	натыкаться
5961	11	91.85%	понт
5962	11	91.85%	порча
5963	11	91.85%	болгар
5964	11	91.85%	убеждать
5965	11	91.85%	приветливо
5966	11	91.85%	коотора
5967	11	91.86%	светить
5968	11	91.86%	взбеситься
5969	11	91.86%	эльф-домовик
5970	11	91.86%	должать
5971	11	91.86%	лимонный
5972	11	91.86%	леденец
5973	11	91.86%	скамейка
5974	11	91.87%	прядь
5975	11	91.87%	во-вторых
5976	11	91.87%	открытка
5977	11	91.87%	кто-либо
5978	11	91.87%	вейл
5979	11	91.87%	бубнить
5980	11	91.87%	безразличный
5981	11	91.87%	издевательски
5982	11	91.88%	круп
5983	11	91.88%	пень
5984	11	91.88%	стоп
5985	11	91.88%	инспекция
5986	11	91.88%	сулить
5987	11	91.88%	испытательный
5988	11	91.88%	шиворот
5989	11	91.88%	трость
5990	11	91.89%	укус
5991	11	91.89%	сандвич
5992	11	91.89%	палач
5993	11	91.89%	ураган
5994	11	91.89%	полетать
5995	11	91.89%	прос­то
5996	11	91.89%	огурец
5997	11	91.89%	африканский
5998	11	91.90%	трехголовый
5999	10	91.90%	тропа
6000	10	91.90%	реветь
6001	10	91.90%	наступление
6002	10	91.90%	заерзать
6003	10	91.90%	возвести
6004	10	91.90%	перемещение
6005	10	91.90%	чиновник
6006	10	91.91%	вероятность
6007	10	91.91%	наилучший
6008	10	91.91%	желтоватый
6009	10	91.91%	сровнять
6010	10	91.91%	загоготать
6011	10	91.91%	затрещать
6012	10	91.91%	медленный
6013	10	91.91%	накатить
6014	10	91.92%	горестный
6015	10	91.92%	платяной
6016	10	91.92%	белье
6017	10	91.92%	потускнеть
6018	10	91.92%	перепугаться
6019	10	91.92%	заулыбаться
6020	10	91.92%	незамеченный
6021	10	91.92%	перегнуться
6022	10	91.92%	нахмурить
6023	10	91.93%	вырезка
6024	10	91.93%	неохота
6025	10	91.93%	унаследовать
6026	10	91.93%	просипеть
6027	10	91.93%	гадкий
6028	10	91.93%	сидь
6029	10	91.93%	величие
6030	10	91.93%	перебивать
6031	10	91.94%	повинный
6032	10	91.94%	напрягать
6033	10	91.94%	подчиняться
6034	10	91.94%	горестно
6035	10	91.94%	заплесневелый
6036	10	91.94%	барда
6037	10	91.94%	отказ
6038	10	91.94%	прозвище
6039	10	91.94%	распространяться
6040	10	91.95%	выпятить
6041	10	91.95%	допрашивать
6042	10	91.95%	открыто
6043	10	91.95%	опора
6044	10	91.95%	учет
6045	10	91.95%	заканчивать
6046	10	91.95%	соорудить
6047	10	91.95%	режим
6048	10	91.96%	стремление
6049	10	91.96%	шишка
6050	10	91.96%	пробивать
6051	10	91.96%	старость
6052	10	91.96%	впоследствии
6053	10	91.96%	поклониться
6054	10	91.96%	наземникус
6055	10	91.96%	вытаращиться
6056	10	91.96%	башка
6057	10	91.97%	необъяснимый
6058	10	91.97%	приземистый
6059	10	91.97%	мгновенный
6060	10	91.97%	старомодный
6061	10	91.97%	торчить
6062	10	91.97%	паровоз
6063	10	91.97%	объемистый
6064	10	91.97%	хозяйство
6065	10	91.98%	гасить
6066	10	91.98%	проулка
6067	10	91.98%	поливать
6068	10	91.98%	завершиться
6069	10	91.98%	ошалеть
6070	10	91.98%	непривычно
6071	10	91.98%	исподтишка
6072	10	91.98%	заговор
6073	10	91.98%	краб
6074	10	91.99%	драгоценность
6075	10	91.99%	помахивать
6076	10	91.99%	повалить
6077	10	91.99%	цветочный
6078	10	91.99%	почесывать
6079	10	91.99%	нитка
6080	10	91.99%	тупица
6081	10	91.99%	потомок
6082	10	92.00%	прохаживаться
6083	10	92.00%	жизненный
6084	10	92.00%	поцелой
6085	10	92.00%	патронус
6086	10	92.00%	подгонять
6087	10	92.00%	выругать
6088	10	92.00%	выскакивать
6089	10	92.00%	потонуть
6090	10	92.00%	глубь
6091	10	92.01%	отчасти
6092	10	92.01%	обижать
6093	10	92.01%	хруст
6094	10	92.01%	отгонять
6095	10	92.01%	косматый
6096	10	92.01%	погоня
6097	10	92.01%	городок
6098	10	92.01%	защититься
6099	10	92.02%	растерянность
6100	10	92.02%	отделиться
6101	10	92.02%	тонна
6102	10	92.02%	саркастически
6103	10	92.02%	скривиться
6104	10	92.02%	жечь
6105	10	92.02%	всплывать
6106	10	92.02%	обгореть
6107	10	92.03%	стонать
6108	10	92.03%	английский
6109	10	92.03%	замелькать
6110	10	92.03%	жилка
6111	10	92.03%	детишки
6112	10	92.03%	ножа
6113	10	92.03%	прислонить
6114	10	92.03%	смеять
6115	10	92.03%	пробыть
6116	10	92.04%	отталкивать
6117	10	92.04%	возобновить
6118	10	92.04%	оцепенение
6119	10	92.04%	одеваться
6120	10	92.04%	пускай
6121	10	92.04%	шотландский
6122	10	92.04%	высовывать
6123	10	92.04%	худенький
6124	10	92.05%	морозный
6125	10	92.05%	деревенский
6126	10	92.05%	высить
6127	10	92.05%	магазинчик
6128	10	92.05%	интонация
6129	10	92.05%	груз
6130	10	92.05%	начисто
6131	10	92.05%	напоминание
6132	10	92.05%	содержание
6133	10	92.06%	четкий
6134	10	92.06%	энергия
6135	10	92.06%	согнуть
6136	10	92.06%	костяшка
6137	10	92.06%	поджечь
6138	10	92.06%	душный
6139	10	92.06%	сползать
6140	10	92.06%	глупец
6141	10	92.07%	верность
6142	10	92.07%	переносить
6143	10	92.07%	вытворять
6144	10	92.07%	переменить
6145	10	92.07%	отметина
6146	10	92.07%	беспомощный
6147	10	92.07%	никчемный
6148	10	92.07%	небывалый
6149	10	92.07%	британский
6150	10	92.08%	общение
6151	10	92.08%	прибежать
6152	10	92.08%	аберфорт
6153	10	92.08%	выходка
6154	10	92.08%	давление
6155	10	92.08%	просыпаться
6156	10	92.08%	чаща
6157	10	92.08%	подтащить
6158	10	92.09%	возня
6159	10	92.09%	храбрец
6160	10	92.09%	изогнуть
6161	10	92.09%	таракан
6162	10	92.09%	сбыться
6163	10	92.09%	пятиться
6164	10	92.09%	обезоружить
6165	10	92.09%	популярность
6166	10	92.09%	вражда
6167	10	92.10%	постичь
6168	10	92.10%	удовлетворить
6169	10	92.10%	впасть
6170	10	92.10%	осудить
6171	10	92.10%	двенадцатый
6172	10	92.10%	обстоять
6173	10	92.10%	наконецто
6174	10	92.10%	отчаяться
6175	10	92.11%	терновник
6176	10	92.11%	огрызнуться
6177	10	92.11%	клубок
6178	10	92.11%	щелкать
6179	10	92.11%	печатный
6180	10	92.11%	станок
6181	10	92.11%	ручей
6182	10	92.11%	трусливый
6183	10	92.11%	хвастаться
6184	10	92.12%	бессмертие
6185	10	92.12%	промелькнуть
6186	10	92.12%	бумажка
6187	10	92.12%	сирота
6188	10	92.12%	реальность
6189	10	92.12%	временный
6190	10	92.12%	садовый
6191	10	92.12%	придумывать
6192	10	92.13%	щелочка
6193	10	92.13%	чудный
6194	10	92.13%	признание
6195	10	92.13%	полоснуть
6196	10	92.13%	заскрипеть
6197	10	92.13%	проскрипеть
6198	10	92.13%	действительность
6199	10	92.13%	остолбенеть
6200	10	92.13%	вздыматься
6201	10	92.14%	копать
6202	10	92.14%	почет
6203	10	92.14%	недоуменный
6204	10	92.14%	нажим
6205	10	92.14%	башмак
6206	10	92.14%	банковский
6207	10	92.14%	делить
6208	10	92.14%	дрожить
6209	10	92.15%	прочный
6210	10	92.15%	расколоться
6211	10	92.15%	указательный
6212	10	92.15%	противостоять
6213	10	92.15%	певать
6214	10	92.15%	расспрос
6215	10	92.15%	вызывающе
6216	10	92.15%	покупатель
6217	10	92.16%	грабить
6218	10	92.16%	полутемный
6219	10	92.16%	булыжник
6220	10	92.16%	побега
6221	10	92.16%	поспевать
6222	10	92.16%	покорно
6223	10	92.16%	зареветь
6224	10	92.16%	раздать
6225	10	92.16%	панель
6226	10	92.17%	закоулок
6227	10	92.17%	веять
6228	10	92.17%	закат
6229	10	92.17%	волдырь
6230	10	92.17%	мигом
6231	10	92.17%	повиновать
6232	10	92.17%	трактирщик
6233	10	92.17%	нарушитель
6234	10	92.18%	испугать
6235	10	92.18%	оправиться
6236	10	92.18%	утереть
6237	10	92.18%	одержать
6238	10	92.18%	земляной
6239	10	92.18%	дисциплина
6240	10	92.18%	проступок
6241	10	92.18%	увечье
6242	10	92.18%	хитрость
6243	10	92.19%	приветственный
6244	10	92.19%	закатывать
6245	10	92.19%	сверяться
6246	10	92.19%	доспехи
6247	10	92.19%	замочной
6248	10	92.19%	переливаться
6249	10	92.19%	смущение
6250	10	92.19%	распирать
6251	10	92.20%	скинуть
6252	10	92.20%	клетчатый
6253	10	92.20%	потный
6254	10	92.20%	болван
6255	10	92.20%	потрясать
6256	10	92.20%	отправлять
6257	10	92.20%	возвышение
6258	10	92.20%	дружный
6259	10	92.20%	раскат
6260	10	92.21%	окунуть
6261	10	92.21%	родина
6262	10	92.21%	собачий
6263	10	92.21%	коробок
6264	10	92.21%	стая
6265	10	92.21%	когтистый
6266	10	92.21%	буря
6267	10	92.21%	зиять
6268	10	92.22%	притаиться
6269	10	92.22%	искусный
6270	10	92.22%	умолить
6271	10	92.22%	законный
6272	10	92.22%	сомкнуть
6273	10	92.22%	лиль
6274	10	92.22%	уханье
6275	10	92.22%	наслаждение
6276	10	92.22%	связаться
6277	10	92.23%	приговор
6278	10	92.23%	отважный
6279	10	92.23%	завершить
6280	10	92.23%	хладнокровно
6281	10	92.23%	лай
6282	10	92.23%	запугать
6283	10	92.23%	читаться
6284	10	92.23%	превосходить
6285	10	92.24%	судорога
6286	10	92.24%	думаться
6287	10	92.24%	поторопить
6288	10	92.24%	грудной
6289	10	92.24%	упорный
6290	10	92.24%	шевельнуть
6291	10	92.24%	рык
6292	10	92.24%	отцовский
6293	10	92.24%	эмблема
6294	10	92.25%	затрястись
6295	10	92.25%	икра
6296	10	92.25%	разбирать
6297	10	92.25%	возрождение
6298	10	92.25%	образовать
6299	10	92.25%	пророкотать
6300	10	92.25%	хромой
6301	10	92.25%	покатить
6302	10	92.26%	маневр
6303	10	92.26%	кабина
6304	10	92.26%	лет
6305	10	92.26%	подбородка
6306	10	92.26%	восклицать
6307	10	92.26%	поспеть
6308	10	92.26%	кондуктор
6309	10	92.26%	извинение
6310	10	92.26%	мах
6311	10	92.27%	трюк
6312	10	92.27%	отрицательно
6313	10	92.27%	выкрутиться
6314	10	92.27%	продвигаться
6315	10	92.27%	пригладить
6316	10	92.27%	расплываться
6317	10	92.27%	всплыть
6318	10	92.27%	шнурок
6319	10	92.28%	объявлять
6320	10	92.28%	шов
6321	10	92.28%	таковой
6322	10	92.28%	одобрять
6323	10	92.28%	шучить
6324	10	92.28%	сутки
6325	10	92.28%	разволноваться
6326	10	92.28%	помрачнеть
6327	10	92.28%	надуться
6328	10	92.29%	соседка
6329	10	92.29%	прорезать
6330	10	92.29%	бордовый
6331	10	92.29%	опутать
6332	10	92.29%	вытряхнуть
6333	10	92.29%	электрический
6334	10	92.29%	самодовольно
6335	10	92.29%	заторопиться
6336	10	92.30%	боязливо
6337	10	92.30%	восокликнуть
6338	10	92.30%	гостиница
6339	10	92.30%	невеселый
6340	10	92.30%	перешагнуть
6341	10	92.30%	громовещатель
6342	10	92.30%	брызгать
6343	10	92.30%	джем
6344	10	92.31%	отвезти
6345	10	92.31%	тяжеленный
6346	10	92.31%	звенеть
6347	10	92.31%	учитывать
6348	10	92.31%	навострить
6349	10	92.31%	обежать
6350	10	92.31%	хм
6351	10	92.31%	сотрудничество
6352	10	92.31%	овсянка
6353	10	92.32%	сущность
6354	10	92.32%	влиять
6355	10	92.32%	примчаться
6356	10	92.32%	очистить
6357	10	92.32%	повидать
6358	10	92.32%	грив
6359	10	92.32%	на­конец
6360	10	92.32%	лучезарно
6361	10	92.33%	воскликонуть
